citing,cited
2021.tacl-1.40,D19-5602
2021.tacl-1.40,D18-1547
2021.tacl-1.40,D19-1459
2021.tacl-1.40,P19-1360
2021.tacl-1.40,P19-1536
2021.tacl-1.40,N18-4010
2021.tacl-1.40,2020.findings-emnlp.17
2021.tacl-1.40,N18-1202
2021.tacl-1.40,2020.acl-main.163
2021.tacl-1.40,D19-1571
2021.tacl-1.40,2020.acl-demos.30
2021.emnlp-main.161,2020.findings-emnlp.414
2021.emnlp-main.161,W16-1603
2021.emnlp-main.161,P19-1285
2021.emnlp-main.161,D18-1029
2021.emnlp-main.161,2020.acl-main.275
2021.emnlp-main.161,P19-1645
2021.emnlp-main.161,P18-1007
2021.emnlp-main.161,P19-1491
2021.emnlp-main.161,2020.acl-main.170
2021.emnlp-main.161,2020.acl-main.660
2020.nlpbt-1.4,N15-1015
2020.nlpbt-1.4,D18-1166
2022.findings-acl.127,W16-6001
2021.findings-acl.36,2020.acl-main.9
2021.findings-acl.36,2020.emnlp-main.751
2021.findings-acl.36,N19-1423
2021.findings-acl.36,P17-1123
2021.findings-acl.36,W18-2706
2021.findings-acl.36,2020.acl-main.703
2021.findings-acl.36,N16-1014
2021.findings-acl.36,2020.emnlp-main.484
2021.findings-acl.36,D18-1206
2021.findings-acl.36,2020.findings-emnlp.217
2021.findings-acl.36,D16-1264
2021.findings-acl.36,D15-1044
2021.findings-acl.36,P17-1099
2021.findings-acl.36,2020.acl-main.704
2021.findings-acl.36,2020.coling-main.419
2021.findings-acl.36,P18-1205
2021.findings-acl.36,2020.acl-demos.30
2021.findings-acl.36,D18-1424
2022.naacl-industry.14,W19-1909
2022.naacl-industry.14,2020.acl-main.747
2022.naacl-industry.14,2020.acl-main.740
2022.naacl-industry.14,P18-1031
2022.naacl-industry.14,2020.acl-main.703
2022.naacl-industry.14,2020.findings-emnlp.217
D19-1578,N19-1061
D19-1578,S18-2005
D19-1578,N19-1062
D19-1578,N19-1063
2020.acl-main.487,W18-5120
2020.acl-main.487,W19-3504
2020.acl-main.487,P19-1357
2020.acl-main.487,W19-3823
2020.acl-main.487,N19-1062
2020.acl-main.487,D19-1578
2020.acl-main.487,P19-1163
2022.naacl-main.260,2021.emnlp-main.468
2022.naacl-main.260,2020.emnlp-main.38
2022.naacl-main.260,2021.findings-emnlp.61
2022.naacl-main.260,D19-1060
2022.naacl-main.260,2020.emnlp-main.697
2022.naacl-main.260,N19-1300
2022.naacl-main.260,D19-1606
2022.naacl-main.260,N19-1423
2022.naacl-main.260,2021.naacl-main.426
2022.naacl-main.260,N19-1246
2022.naacl-main.260,2021.acl-long.295
2022.naacl-main.260,P18-1031
2022.naacl-main.260,D19-1243
2022.naacl-main.260,N18-1023
2022.naacl-main.260,K17-1010
2022.naacl-main.260,2021.naacl-main.208
2022.naacl-main.260,2021.acl-short.41
2022.naacl-main.260,2020.acl-main.703
2022.naacl-main.260,2021.acl-long.353
2022.naacl-main.260,2021.emnlp-main.142
2022.naacl-main.260,2021.emnlp-main.87
2022.naacl-main.260,N19-4009
2022.naacl-main.260,P16-1144
2022.naacl-main.260,N19-1128
2022.naacl-main.260,2021.emnlp-main.827
2022.naacl-main.260,2020.acl-main.467
2022.naacl-main.260,2021.naacl-main.410
2022.naacl-main.260,2020.coling-main.385
2022.naacl-main.260,2021.emnlp-main.32
2022.naacl-main.260,2021.naacl-main.185
2022.naacl-main.260,2021.emnlp-main.407
2022.naacl-main.260,2021.emnlp-main.462
2022.naacl-main.260,2020.emnlp-main.105
2022.naacl-main.260,2021.emnlp-main.572
2022.naacl-main.260,D19-1404
2022.naacl-main.260,2020.emnlp-main.660
2022.naacl-main.260,2021.emnlp-main.144
2022.naacl-main.260,2021.findings-emnlp.244
2022.naacl-main.260,D19-1332
2021.sigdial-1.7,2020.nlp4convai-1.6
2021.sigdial-1.7,D16-1053
2021.sigdial-1.7,N19-1423
2021.sigdial-1.7,P15-1033
2021.sigdial-1.7,P19-1544
2021.sigdial-1.7,D19-1402
2021.sigdial-1.7,D19-1214
2021.sigdial-1.7,P19-1368
2021.sigdial-1.7,P19-1519
2021.eacl-main.246,D19-1402
2021.eacl-main.246,P19-1368
2021.eacl-main.246,N19-1339
2022.naacl-main.44,D16-1026
2022.naacl-main.44,P19-1121
2022.naacl-main.44,2020.sustainlp-1.7
2022.naacl-main.44,D16-1139
2022.naacl-main.44,D18-2012
2022.naacl-main.44,D19-1167
2022.naacl-main.44,W18-6319
2022.naacl-main.44,2020.emnlp-main.213
2022.naacl-main.44,2020.emnlp-main.359
2022.naacl-main.44,2021.emnlp-main.578
2022.naacl-main.44,2020.acl-main.148
2022.naacl-main.44,N16-1004
2021.eacl-main.250,P16-1046
2021.eacl-main.250,P19-1368
2021.eacl-main.250,N19-1339
2021.eacl-main.250,D17-1056
2021.wmt-1.8,N16-1101
2021.wmt-1.8,2020.emnlp-main.213
2021.wmt-1.8,P16-1009
2021.wmt-1.8,2020.emnlp-main.75
D19-1122,N16-1030
D19-1122,P16-1101
D19-1122,P16-1105
D19-1122,P17-1113
2021.findings-emnlp.75,2020.acl-main.747
2021.findings-emnlp.75,N19-1423
2021.findings-emnlp.75,D19-1252
2021.findings-emnlp.75,D19-1167
2021.findings-emnlp.75,2020.emnlp-main.484
2021.findings-emnlp.75,P19-1301
2021.findings-emnlp.75,P19-1493
2021.findings-emnlp.75,2021.acl-long.560
S19-1016,D14-1165
S19-1016,D15-1173
S19-1016,D14-1044
S19-1016,D15-1038
S19-1016,P15-1016
2021.findings-emnlp.113,2020.findings-emnlp.58
2021.findings-emnlp.113,N19-1423
2021.findings-emnlp.113,W19-4103
2021.findings-emnlp.113,P18-1218
2021.findings-emnlp.113,2021.naacl-main.127
2021.findings-emnlp.113,P19-1504
2021.findings-emnlp.113,W15-0603
2021.findings-emnlp.113,P19-1054
2021.findings-emnlp.113,2020.findings-emnlp.204
2021.findings-emnlp.113,P18-2095
2021.findings-emnlp.113,P18-1023
2021.findings-emnlp.113,2020.emnlp-main.533
2021.findings-emnlp.113,P19-1110
2021.findings-emnlp.113,2021.acl-long.305
2021.findings-emnlp.113,2020.acl-main.569
2020.acl-main.549,W18-5527
2020.wmt-1.106,P19-1309
2020.wmt-1.106,D19-1410
2020.wmt-1.106,2020.acl-main.756
2020.emnlp-main.75,D18-1269
2020.ngt-1.5,D19-1112
2020.ngt-1.5,D18-1398
2020.ngt-1.5,W17-3204
2020.ngt-1.5,D18-2012
2020.ngt-1.5,P18-2050
2020.ngt-1.5,W19-5333
2020.ngt-1.5,P16-1009
2020.ngt-1.5,N19-1209
2020.ngt-1.5,N18-2080
D19-5632,D17-1300
D19-5632,D18-1045
D19-5632,D18-1477
D19-5632,W18-2715
D19-5632,P18-1166
D19-5633,N19-1236
D19-5633,P17-1099
D19-5633,D17-1239
2021.acl-long.305,P19-1211
2021.acl-long.305,2020.findings-emnlp.58
2021.acl-long.305,N19-1423
2021.acl-long.305,D18-1002
2021.acl-long.305,P14-1048
2021.acl-long.305,P14-1002
2021.acl-long.305,P17-1092
2021.acl-long.305,D14-1220
2021.acl-long.305,D16-1035
2021.acl-long.305,P19-1410
2021.acl-long.305,D19-1093
2021.acl-long.305,D19-1233
2021.acl-long.305,P14-5010
2021.acl-long.305,D17-1136
2021.acl-long.305,D14-1162
2021.acl-long.305,N18-1202
2021.acl-long.305,P17-2029
2021.acl-long.305,P19-1375
2021.acl-long.305,2020.acl-main.451
2021.acl-long.305,2020.acl-main.569
2021.acl-long.305,2020.acl-main.319
2021.emnlp-main.187,N18-1016
2021.emnlp-main.187,N19-1423
2021.emnlp-main.187,2020.acl-main.14
2021.emnlp-main.187,2020.acl-main.480
2021.emnlp-main.187,D17-1134
2021.emnlp-main.187,2020.acl-main.519
2021.emnlp-main.187,P19-1129
2021.emnlp-main.187,D14-1224
2021.emnlp-main.187,D16-1130
2021.emnlp-main.187,P19-1411
2021.emnlp-main.187,2020.emnlp-main.224
2021.emnlp-main.187,D16-1246
2021.emnlp-main.187,2020.coling-main.282
2021.emnlp-main.187,2020.repl4nlp-1.20
2021.emnlp-main.187,2020.emnlp-demos.6
2021.emnlp-main.187,2020.acl-main.622
2021.emnlp-main.187,2020.acl-main.451
2021.emnlp-main.187,P19-1058
2021.emnlp-main.187,D15-1266
P19-1299,P17-1042
P19-1299,D14-1181
P19-1299,D15-1166
P19-1299,K16-1022
P19-1299,P17-1130
P19-1299,D15-1213
2022.acl-long.163,N18-1016
2022.acl-long.163,D19-1052
2022.acl-long.163,P19-1599
2022.acl-long.163,D14-1179
2022.acl-long.163,W14-3348
2022.acl-long.163,N19-1423
2022.acl-long.163,P19-1254
2022.acl-long.163,D19-1190
2022.acl-long.163,2020.emnlp-main.351
2022.acl-long.163,2021.acl-long.499
2022.acl-long.163,P19-1255
2022.acl-long.163,2021.acl-long.501
2022.acl-long.163,2020.emnlp-main.57
2022.acl-long.163,2020.acl-main.226
2022.acl-long.163,2021.naacl-main.381
2022.acl-long.163,2020.emnlp-main.529
2022.acl-long.163,2021.findings-acl.215
2022.acl-long.163,2020.acl-main.703
2022.acl-long.163,D17-1019
2022.acl-long.163,2021.acl-long.11
2022.acl-long.163,N19-1236
2022.acl-long.163,2020.coling-main.1
2022.acl-long.163,2020.emnlp-main.349
2022.acl-long.163,2021.naacl-main.34
2022.acl-long.163,D19-1323
2022.acl-long.163,P19-1200
2022.acl-long.163,N18-5005
2022.acl-long.163,2021.naacl-main.341
2022.acl-long.163,2020.emnlp-main.226
2022.acl-long.135,D19-1635
2022.acl-long.135,W19-3823
2022.acl-long.135,2020.acl-main.423
2022.acl-long.135,2020.emnlp-main.154
2022.acl-long.135,N19-1128
2022.acl-long.395,2021.acl-long.340
2022.acl-long.395,2020.acl-main.747
2022.acl-long.395,2021.findings-acl.161
2022.acl-long.395,N19-1423
2022.acl-long.395,2020.emnlp-main.49
2022.acl-long.395,N16-1030
2022.acl-long.395,D17-1018
2022.acl-long.395,K17-1034
2022.acl-long.395,2020.acl-main.703
2022.acl-long.395,2021.naacl-main.69
2022.acl-long.395,2021.acl-long.202
2022.acl-long.395,2020.acl-main.519
2022.acl-long.395,P18-1145
2022.acl-long.395,P19-1511
2022.acl-long.395,2020.acl-main.713
2022.acl-long.395,2021.emnlp-main.378
2022.acl-long.395,2021.acl-long.217
2022.acl-long.395,D18-1360
2022.acl-long.395,P19-1344
2022.acl-long.395,2020.emnlp-main.514
2022.acl-long.395,S16-1002
2022.acl-long.395,S15-2082
2022.acl-long.395,S14-2004
2022.acl-long.395,2021.acl-long.260
2022.acl-long.395,2021.findings-acl.356
2022.acl-long.395,D18-1309
2022.acl-long.395,P19-1527
2022.acl-long.395,2020.emnlp-main.301
2022.acl-long.395,D19-1585
2022.acl-long.395,2020.emnlp-main.133
2022.acl-long.395,2021.acl-long.142
2022.acl-long.395,2020.coling-main.138
2022.acl-long.395,2021.acl-long.491
2022.acl-long.395,2021.acl-long.367
2022.acl-long.395,2020.emnlp-main.183
2022.acl-long.395,2021.naacl-main.41
2022.acl-long.395,2021.acl-long.188
2022.acl-long.395,2021.acl-long.451
2022.acl-long.395,P18-1047
2022.acl-long.395,2020.findings-emnlp.23
2022.acl-long.395,2021.acl-short.64
2022.acl-long.395,2021.acl-long.486
2022.acl-long.395,P17-1113
2022.acl-long.395,2021.naacl-main.5
W19-4444,W18-0539
W19-4444,W16-1104
W19-4444,P15-2011
W19-4444,W18-0520
W19-4444,P16-1018
W19-4444,P14-2075
W19-4444,W17-1903
W19-4444,N18-1019
W19-4444,P17-2014
W19-4444,S16-1085
W19-4444,W17-5035
W19-4444,W18-0507
2022.bionlp-1.3,2020.acl-main.740
2022.bionlp-1.3,D19-1250
2022.naacl-main.197,P19-1309
2022.naacl-main.197,2021.acl-long.81
2022.naacl-main.197,2020.acl-main.431
2022.naacl-main.197,2020.coling-main.598
2022.naacl-main.197,2020.acl-main.747
2022.naacl-main.197,N19-1423
2022.naacl-main.197,W19-3803
2022.naacl-main.197,P19-1160
2022.naacl-main.197,W19-3823
2022.naacl-main.197,S19-1010
2022.naacl-main.197,2020.coling-main.446
2022.naacl-main.197,2020.acl-main.645
2022.naacl-main.197,N19-1063
2022.naacl-main.197,2021.acl-long.416
2022.naacl-main.197,2020.emnlp-main.154
2022.naacl-main.197,N19-1424
2022.naacl-main.197,W19-3808
2022.naacl-main.197,2020.acl-main.260
2022.naacl-main.197,D18-1521
2022.naacl-main.197,D19-1531
2022.findings-acl.201,2020.emnlp-main.707
2022.findings-acl.201,N19-1423
2022.findings-acl.201,2020.acl-main.703
2022.findings-acl.201,2021.acl-long.202
2022.findings-acl.201,P18-1238
2022.findings-acl.201,2021.acl-long.42
2021.findings-emnlp.100,2020.findings-emnlp.171
2021.findings-emnlp.100,2020.findings-emnlp.369
D19-1552,P17-1067
2021.tacl-1.56,2020.acl-main.175
2021.tacl-1.56,D18-1403
2021.tacl-1.56,K16-1002
2021.tacl-1.56,2020.acl-main.461
2021.tacl-1.56,K18-1040
2021.tacl-1.56,D14-1168
2021.tacl-1.56,D17-1223
2021.tacl-1.56,2020.acl-main.73
2021.tacl-1.56,P19-1206
2021.tacl-1.56,N16-1095
2021.tacl-1.56,P19-1500
2021.tacl-1.56,D19-1387
2021.tacl-1.56,D15-1166
2021.tacl-1.56,2020.acl-main.173
2021.tacl-1.56,K16-1028
2021.tacl-1.56,D19-1513
2021.tacl-1.56,N19-1015
2022.findings-acl.251,S17-2001
2022.findings-acl.251,P15-2019
2022.findings-acl.251,N19-1423
2022.findings-acl.251,N18-1038
2022.findings-acl.251,2021.naacl-main.420
2022.findings-acl.251,2021.acl-long.202
2022.findings-acl.251,P18-1238
2022.findings-acl.251,2020.emnlp-main.162
2022.findings-acl.251,N18-1101
2022.findings-acl.251,2021.acl-long.42
2022.naacl-main.209,2021.eacl-main.133
2022.naacl-main.209,2021.eacl-main.133
2022.naacl-main.209,2021.naacl-main.221
2021.emnlp-main.333,D19-5402
2021.emnlp-main.333,N18-1150
2021.emnlp-main.333,P19-1098
2021.emnlp-main.333,P19-1102
2021.emnlp-main.333,N18-1065
2021.emnlp-main.333,D18-1446
2021.emnlp-main.333,N19-1397
2021.emnlp-main.333,N18-1158
2021.emnlp-main.333,2020.acl-main.553
2021.emnlp-main.333,D17-1020
2021.emnlp-main.333,2021.acl-long.472
2021.emnlp-main.333,2020.acl-main.451
2021.emnlp-main.333,K17-1045
2021.emnlp-main.333,K19-1074
2021.emnlp-main.333,2020.acl-main.552
N19-1287,N18-1067
N19-1287,P17-2056
2021.emnlp-main.568,2020.findings-emnlp.117
2021.emnlp-main.378,P18-1009
2021.emnlp-main.378,D19-1643
2021.emnlp-main.378,D19-1646
2021.emnlp-main.378,2020.emnlp-main.592
2021.emnlp-main.378,D19-1641
2021.emnlp-main.378,2020.findings-emnlp.42
2021.emnlp-main.378,P18-1010
2021.emnlp-main.378,P17-2052
2021.emnlp-main.378,2020.coling-main.7
2021.emnlp-main.378,2021.acl-long.371
2022.acl-long.333,2020.acl-main.9
2022.acl-long.333,P19-1538
2022.acl-long.333,P18-1101
2022.acl-long.333,P17-1061
2021.findings-emnlp.258,2020.emnlp-main.451
2021.findings-emnlp.258,2020.findings-emnlp.7
2021.findings-emnlp.258,2020.coling-main.14
2021.findings-emnlp.258,D19-1410
2021.findings-emnlp.258,D19-1569
2021.findings-emnlp.258,2020.acl-main.588
2021.findings-emnlp.258,2020.acl-main.295
2021.findings-emnlp.258,2020.acl-main.383
2021.findings-emnlp.258,2020.emnlp-main.183
2021.findings-emnlp.258,D19-1464
2021.findings-emnlp.258,2020.emnlp-main.286
2021.findings-emnlp.258,2020.acl-main.296
2020.ngt-1.1,N19-1423
2020.ngt-1.1,D19-5601
2020.ngt-1.1,D18-1325
2020.ngt-1.1,W19-5333
2020.ngt-1.1,W18-6319
D19-1233,N18-1086
D19-1233,P14-1048
D19-1233,W16-3616
D19-1233,P14-1002
D19-1233,N15-3001
2021.naacl-main.472,N18-1065
2021.naacl-main.472,2020.coling-main.499
2021.naacl-main.472,P19-1210
2021.naacl-main.472,W17-1004
2021.naacl-main.472,P17-1098
2021.naacl-main.472,W14-4407
2021.naacl-main.472,P18-1062
2021.naacl-main.472,2020.acl-main.553
2021.naacl-main.472,2020.acl-main.552
2021.naacl-main.466,2020.emnlp-main.342
2020.findings-emnlp.90,P19-1620
2020.findings-emnlp.90,D18-1316
2020.findings-emnlp.90,P15-1034
2020.findings-emnlp.90,W19-2008
2020.findings-emnlp.90,D19-1109
2020.findings-emnlp.90,N19-1423
2020.findings-emnlp.90,P17-1123
2020.findings-emnlp.90,P17-1025
2020.findings-emnlp.90,N18-2017
2020.findings-emnlp.90,D19-1424
2020.findings-emnlp.90,N18-1170
2020.findings-emnlp.90,D17-1215
2020.findings-emnlp.90,W17-3529
2020.findings-emnlp.90,N18-2072
2020.findings-emnlp.90,P16-1170
2020.findings-emnlp.90,D19-1410
2020.findings-emnlp.90,K17-1004
2020.findings-emnlp.90,P16-1009
2020.findings-emnlp.90,P16-1056
2020.findings-emnlp.90,N19-1421
2020.findings-emnlp.90,D15-1306
2020.findings-emnlp.90,D19-1670
2020.findings-emnlp.90,P18-2102
2020.findings-emnlp.90,D18-1009
2020.findings-emnlp.90,P19-1472
2020.findings-emnlp.90,D18-1424
P19-1163,W17-3006
2020.findings-emnlp.165,P19-1294
2020.findings-emnlp.165,P18-1082
2020.findings-emnlp.165,P16-1154
2020.findings-emnlp.165,N18-2081
2020.findings-emnlp.165,P17-1141
2020.findings-emnlp.165,D19-1243
2020.findings-emnlp.165,D19-1638
2020.findings-emnlp.165,D18-1149
2020.findings-emnlp.165,N18-1169
2020.findings-emnlp.165,P16-1137
2020.findings-emnlp.165,P18-1066
2020.findings-emnlp.165,P19-1194
2020.findings-emnlp.165,D15-1166
2020.findings-emnlp.165,N18-1119
2020.findings-emnlp.165,D19-1454
2020.findings-emnlp.165,P18-1238
2020.findings-emnlp.165,N19-1421
2020.findings-emnlp.165,P19-1393
2020.findings-emnlp.165,P18-2016
2020.findings-emnlp.165,P19-1193
2020.findings-emnlp.165,D18-1009
2020.findings-emnlp.165,P19-1472
2021.naacl-main.136,S17-2001
2021.naacl-main.136,D18-1269
2021.naacl-main.136,N19-1423
2021.naacl-main.136,W18-2605
2021.naacl-main.136,D17-1082
2021.naacl-main.136,P19-1314
2021.naacl-main.136,P18-2124
2021.naacl-main.136,D16-1264
2021.naacl-main.136,W18-5446
2021.naacl-main.136,N18-1101
P17-1021,D14-1067
P17-1021,P15-1026
P17-1021,P15-1033
P17-1021,D15-1044
P17-1021,P16-1122
P17-1021,P16-1220
P17-1021,D14-1071
P17-1021,P14-1090
P17-1021,P15-1128
P17-1021,P14-2105
P17-1021,P16-2033
2020.findings-emnlp.301,D18-1389
2020.findings-emnlp.301,W19-3805
2020.findings-emnlp.301,2020.acl-main.485
2020.findings-emnlp.301,D19-1176
2020.findings-emnlp.301,W19-3504
2020.findings-emnlp.301,N19-1423
2020.findings-emnlp.301,D19-1461
2020.findings-emnlp.301,D19-1224
2020.findings-emnlp.301,W17-4912
2020.findings-emnlp.301,P17-1059
2020.findings-emnlp.301,2020.acl-main.740
2020.findings-emnlp.301,P18-1152
2020.findings-emnlp.301,2020.acl-main.487
2020.findings-emnlp.301,W19-3514
2020.findings-emnlp.301,W19-3823
2020.findings-emnlp.301,N19-1063
2020.findings-emnlp.301,W17-3006
2020.findings-emnlp.301,P19-1163
2020.findings-emnlp.301,2020.acl-main.486
2020.findings-emnlp.301,P16-1162
2020.findings-emnlp.301,D19-1339
2020.findings-emnlp.301,W19-3503
2020.findings-emnlp.301,D19-1322
2020.findings-emnlp.301,D19-1221
2020.findings-emnlp.301,W16-5618
2020.findings-emnlp.301,P18-1125
2020.findings-emnlp.301,N19-1064
2022.findings-acl.207,D18-1298
2022.findings-acl.207,P18-1205
2022.findings-acl.207,P17-1061
2022.findings-acl.207,2020.emnlp-main.531
2021.emnlp-main.678,N16-2013
2020.findings-emnlp.418,P16-2085
2020.findings-emnlp.418,N18-2017
2020.findings-emnlp.418,W17-1609
2020.findings-emnlp.418,P18-1020
2020.findings-emnlp.418,D19-1629
2020.findings-emnlp.418,N18-2049
2020.emnlp-main.373,D18-1454
2020.emnlp-main.373,P19-1470
2020.emnlp-main.373,D19-1109
2020.emnlp-main.373,N18-2092
2020.emnlp-main.373,P18-1177
2020.emnlp-main.373,P17-1123
2020.emnlp-main.373,2020.acl-main.413
2020.emnlp-main.373,P18-1064
2020.emnlp-main.373,2020.acl-main.698
2020.emnlp-main.373,D19-1282
2020.emnlp-main.373,D17-1216
2020.emnlp-main.373,P19-1598
2020.emnlp-main.373,N16-1098
2020.emnlp-main.373,P19-1203
2020.emnlp-main.373,N19-1368
2020.emnlp-main.373,D19-1250
2020.emnlp-main.373,P19-1487
2020.emnlp-main.373,N19-1013
2020.emnlp-main.373,D18-1233
2020.emnlp-main.373,D19-1454
2020.emnlp-main.373,P18-1111
2020.emnlp-main.373,N18-1059
2020.emnlp-main.373,N19-1421
2020.emnlp-main.373,D18-1006
2020.emnlp-main.373,P19-1219
2020.emnlp-main.373,P19-1393
2020.emnlp-main.373,P19-1417
2020.emnlp-main.373,D18-1009
2020.acl-tutorials.7,P19-1388
2020.acl-tutorials.7,P19-1356
2020.acl-tutorials.7,P19-1598
2020.acl-tutorials.7,N18-1202
2020.acl-tutorials.7,P19-1452
2020.acl-tutorials.7,D19-1332
P18-1152,D16-1125
P18-1152,D15-1075
P18-1152,P17-4012
P18-1152,D16-1244
2020.emnlp-main.48,N16-1098
2020.emnlp-main.58,P19-1470
2021.acl-long.537,2020.emnlp-main.751
2021.acl-long.537,N19-1423
2021.acl-long.537,2020.emnlp-demos.6
2021.eacl-main.34,D18-1443
2020.emnlp-main.349,P15-1107
2021.findings-acl.222,P19-1535
2021.findings-acl.222,D14-1179
2021.findings-acl.222,N19-1423
2021.findings-acl.222,P18-5002
2021.findings-acl.222,N16-1014
2021.findings-acl.222,D16-1127
2021.findings-acl.222,P16-1162
2021.findings-acl.222,2020.acl-main.183
2021.findings-acl.222,2020.acl-demos.30
2021.findings-acl.222,P17-1061
2020.emnlp-main.602,D16-1168
2020.emnlp-main.602,P16-1030
2020.emnlp-main.602,D19-1339
2020.emnlp-main.746,D15-1075
2020.emnlp-main.746,P17-1152
2020.emnlp-main.746,N19-1423
2020.emnlp-main.746,N18-2017
2020.emnlp-main.746,D17-1215
2020.emnlp-main.746,K18-1015
2020.emnlp-main.746,N19-1262
2020.emnlp-main.746,W18-5446
2020.emnlp-main.746,N18-1101
2021.findings-emnlp.29,2020.emnlp-main.76
2021.findings-emnlp.29,2020.emnlp-main.447
2021.findings-emnlp.29,K18-1056
2021.findings-emnlp.29,D18-1149
2021.findings-emnlp.29,W18-6301
2021.findings-emnlp.29,W16-2323
2021.findings-emnlp.29,P19-1177
2021.findings-emnlp.29,2020.emnlp-main.82
D19-1389,P16-1046
D19-1389,D17-1222
D19-1389,D16-1031
D19-1389,P17-1099
2021.acl-long.136,D19-1198
2021.acl-long.136,D19-1203
2021.acl-long.136,2020.emnlp-main.378
2021.acl-long.136,N16-1014
2021.acl-long.136,D16-1127
2021.acl-long.136,D19-1187
2021.acl-long.136,D18-1255
2021.acl-long.136,P15-1152
2021.acl-long.136,N19-1178
2021.acl-long.136,P19-1371
2021.acl-long.136,P19-1369
2021.acl-long.136,P17-1046
2021.acl-long.136,2020.acl-main.166
2021.acl-long.136,W16-3649
2021.acl-long.136,P14-1004
2021.acl-long.136,P18-1101
2021.acl-long.136,P17-1061
2021.acl-long.136,P18-1103
2021.blackboxnlp-1.37,2020.acl-main.385
2021.blackboxnlp-1.37,P19-1283
2021.blackboxnlp-1.37,P18-1198
2021.blackboxnlp-1.37,P19-1285
2021.blackboxnlp-1.37,N19-1423
2021.blackboxnlp-1.37,D19-1275
2021.blackboxnlp-1.37,P19-1580
2022.naacl-main.415,2020.emnlp-main.336
2022.naacl-main.415,2021.naacl-main.109
2022.naacl-main.415,P18-1063
2022.naacl-main.415,2021.findings-acl.449
2022.naacl-main.415,2021.acl-long.535
2022.naacl-main.415,2021.acl-long.117
2022.naacl-main.415,D19-5409
2022.naacl-main.415,2020.coling-main.499
2022.naacl-main.415,2020.emnlp-main.750
2022.naacl-main.415,2020.acl-main.703
2022.naacl-main.415,2020.acl-main.173
2022.naacl-main.415,2021.naacl-main.383
2022.naacl-main.415,P17-1099
2022.naacl-main.415,2020.acl-main.450
2022.naacl-main.415,2021.findings-acl.454
2022.naacl-main.415,2021.acl-long.537
2022.naacl-main.415,2020.coling-main.39
2022.naacl-main.415,2021.naacl-main.472
2022.naacl-main.415,2020.findings-emnlp.19
2022.naacl-main.439,2021.emnlp-main.54
2022.naacl-main.439,D19-1339
2022.naacl-main.439,2020.emnlp-main.704
2021.naacl-main.339,D17-1098
2021.naacl-main.339,P19-1080
2021.naacl-main.339,P19-1294
2021.naacl-main.339,N18-2081
2021.naacl-main.339,P17-1141
2021.naacl-main.339,N19-1090
2021.naacl-main.339,P19-1607
2021.naacl-main.339,D16-1032
2021.naacl-main.339,N18-1119
2021.naacl-main.339,2020.emnlp-main.701
2021.naacl-main.339,P19-1164
2021.naacl-main.339,N16-1015
2021.naacl-main.339,D15-1199
2021.naacl-main.346,2020.acl-main.499
2021.naacl-main.346,W15-1301
2021.naacl-main.346,P16-1137
2021.naacl-main.346,D19-1509
2021.naacl-main.346,P16-1030
2021.naacl-main.346,W15-2914
2022.findings-acl.294,2021.acl-long.474
2022.findings-acl.294,2021.emnlp-main.532
2022.findings-acl.294,2020.acl-main.454
2022.findings-acl.294,P19-1213
2022.findings-acl.294,2020.acl-main.66
2022.findings-acl.294,2020.emnlp-main.750
2022.findings-acl.294,2020.acl-main.173
2022.findings-acl.294,P19-1539
2022.findings-acl.294,2021.findings-emnlp.320
2022.findings-acl.294,2021.findings-emnlp.10
2021.naacl-main.386,W19-5301
2021.naacl-main.386,D19-5815
2021.naacl-main.386,D17-1321
2021.naacl-main.386,D19-1051
